-2.47619376346952,10.8899581249185,7.48679193362779,7.47372019119233
-2.52964168017543,2.95948609678237,7.47141424399479,7.47134699217033
-2.58999459289761,-4.97093295317466,7.47751682000454,7.48032118601374
-2.65498407526556,-12.9013027711763,7.4932323243939,7.49675079521495
-2.71976693659908,-20.8316669499558,7.51283285625986,7.51718431519564
-2.77762362347717,-28.7620943980026,7.5295270611572,7.53264455236256
-2.82352525820847,-36.6926125459752,7.53569635429024,7.53438456619256
-2.85749807048324,-44.6231817744241,7.52739691324248,7.52122803719403
-2.88395644650173,-52.5537522097593,7.50518162087445,7.49569711886479
-2.9089940128593,-60.4843036516307,7.47450400150265,7.46228824300878
-2.93824694426919,-68.4148350127731,7.44142128992431,7.42798587759191
-2.9752169744264,-76.3453432707959,7.4086273745928,7.3964812625586
-3.02157029151256,-84.2758179687518,7.37988522879099,7.36853460540612
-3.07777312828441,-92.2062451002594,7.35631511330152,7.34684740973545
-3.14348401917751,-100.136612088775,7.3378170882576,7.33167684004849
-3.21777327429599,-108.066911822992,7.32588621149926,7.32116400192605
-3.29925550904908,-115.997145175302,7.3180352629162,7.3163686402571
-3.38614587521153,-123.927322403286,7.31535738654075,7.31607403217746
-3.4762736272352,-131.857463396983,7.31616378238285,7.31737313006283
-3.56705672444951,-139.787596776145,7.31838790726449,7.32021226598032
-3.65575393925863,-147.71775398915,7.3214714777945,7.32223206234457
-3.74004188101948,-155.647959078961,7.32296037542278,7.32079386674522
-3.81809585610571,-163.578225955477,7.32099890427914,7.31619835769595
-3.88856634271744,-171.508558799229,7.31559731182625,7.30679474258026
-3.95060310738347,-179.43895350376,7.30606080717252,7.29198590459413
-4.00391605099694,-187.369400133732,7.29063449937102,7.27301201124249
-4.04889013973233,-195.299886126093,7.27087539847318,7.24918473963553
-4.08674315672266,-203.230399933004,7.24759454083494,7.22270222689158
-4.1197453017377,-211.160933710375,7.2211798833097,7.19649255949864
-4.15147425329959,-219.091482574308,7.19400957416783,7.1719712457808
-4.18661410301335,-227.022036575973,7.17043702565616,7.15544641727729
-4.22922078207298,-234.952571116505,7.15311160878653,7.15085978890798
